created_at,TextPivot,Number of Records
26/03/2020,health,204
26/03/2020,government,237
26/03/2020,good,159
26/03/2020,global,124
26/03/2020,economy,1027
26/03/2020,economic,132
26/03/2020,debt,34
26/03/2020,crisis,338
26/03/2020,country,208
26/03/2020,China,187
26/03/2020,care,187
26/03/2020,businesses,289
26/03/2020,business,1322
26/03/2020,#economy,139
26/03/2020,#business,142
26/03/2020,@realDonaldTrump,253
27/03/2020,world,326
27/03/2020,working,192
27/03/2020,workers,257
27/03/2020,work,321
27/03/2020,virus,158
27/03/2020,US,165
27/03/2020,Trump,206
27/03/2020,today,175
27/03/2020,time,379
27/03/2020,support,288
27/03/2020,small,232
27/03/2020,save,104
27/03/2020,right,201
27/03/2020,response,107
27/03/2020,rent,348
27/03/2020,public,167
27/03/2020,paying,231
27/03/2020,pay,1020
27/03/2020,pandemic,391
27/03/2020,package,76
27/03/2020,open,130
27/03/2020,new,207
27/03/2020,needed,65
27/03/2020,money,1259
27/03/2020,million,81
27/03/2020,lost,146
27/03/2020,lockdown,93
27/03/2020,lives,164
27/03/2020,latest,128
27/03/2020,jobs,418
27/03/2020,income,240
27/03/2020,impact,188
27/03/2020,home,249
27/03/2020,help,634
27/03/2020,health,215
27/03/2020,government,230
27/03/2020,good,135
27/03/2020,global,160
27/03/2020,economy,848
27/03/2020,economic,120
27/03/2020,debt,28
27/03/2020,crisis,317
27/03/2020,country,185
27/03/2020,China,156
27/03/2020,care,200
27/03/2020,businesses,255
27/03/2020,business,1287
27/03/2020,#economy,153
27/03/2020,#business,170
27/03/2020,@realDonaldTrump,229
28/03/2020,world,219
28/03/2020,working,127
28/03/2020,workers,163
28/03/2020,work,251
28/03/2020,virus,150
28/03/2020,US,140
28/03/2020,Trump,168
28/03/2020,today,109
28/03/2020,time,330
28/03/2020,support,203
28/03/2020,small,168
28/03/2020,save,105
28/03/2020,right,162
28/03/2020,response,69
28/03/2020,rent,224
28/03/2020,public,137
28/03/2020,paying,182
28/03/2020,pay,798
28/03/2020,pandemic,270
28/03/2020,package,47
28/03/2020,open,77
28/03/2020,new,140
28/03/2020,needed,55
28/03/2020,money,1273
28/03/2020,million,68
28/03/2020,lost,97
28/03/2020,lockdown,82
28/03/2020,lives,131
28/03/2020,latest,63
28/03/2020,jobs,273
28/03/2020,income,160
28/03/2020,impact,61
28/03/2020,home,236
28/03/2020,help,445
28/03/2020,health,194
28/03/2020,government,160
28/03/2020,good,148
28/03/2020,global,100
28/03/2020,economy,584
28/03/2020,economic,110
28/03/2020,debt,25
28/03/2020,crisis,219
28/03/2020,country,143
28/03/2020,China,152
28/03/2020,care,126
28/03/2020,businesses,152
28/03/2020,business,820
28/03/2020,#economy,92
28/03/2020,#business,77
28/03/2020,@realDonaldTrump,145
29/03/2020,world,186
29/03/2020,working,59
29/03/2020,workers,212
29/03/2020,work,166
29/03/2020,virus,148
29/03/2020,US,109
29/03/2020,Trump,144
29/03/2020,today,73
29/03/2020,time,284
29/03/2020,support,138
29/03/2020,small,101
29/03/2020,save,73
29/03/2020,right,146
29/03/2020,response,50
29/03/2020,rent,154
29/03/2020,public,99
29/03/2020,paying,182
29/03/2020,pay,588
29/03/2020,pandemic,228
29/03/2020,package,24
29/03/2020,open,43
29/03/2020,new,93
29/03/2020,needed,33
29/03/2020,money,1060
29/03/2020,million,69
29/03/2020,lost,62
29/03/2020,lockdown,89
29/03/2020,lives,99
29/03/2020,latest,62
29/03/2020,jobs,236
29/03/2020,income,89
29/03/2020,impact,42
29/03/2020,home,151
29/03/2020,help,332
29/03/2020,health,167
29/03/2020,government,139
29/03/2020,good,118
29/03/2020,global,62
29/03/2020,economy,506
29/03/2020,economic,64
29/03/2020,debt,28
29/03/2020,crisis,163
29/03/2020,country,127
29/03/2020,China,160
29/03/2020,care,109
29/03/2020,businesses,104
29/03/2020,business,651
29/03/2020,#economy,70
29/03/2020,#business,71
29/03/2020,@realDonaldTrump,170
30/03/2020,world,203
30/03/2020,working,145
30/03/2020,workers,291
30/03/2020,work,258
30/03/2020,virus,144
30/03/2020,US,124
30/03/2020,Trump,116
30/03/2020,today,77
30/03/2020,time,342
30/03/2020,support,293
30/03/2020,small,185
30/03/2020,save,135
30/03/2020,right,156
30/03/2020,response,86
30/03/2020,rent,201
30/03/2020,public,101
30/03/2020,paying,214
30/03/2020,pay,829
30/03/2020,pandemic,275
30/03/2020,package,56
30/03/2020,open,74
30/03/2020,new,185
30/03/2020,needed,52
30/03/2020,money,1320
30/03/2020,million,73
30/03/2020,lost,95
30/03/2020,lockdown,117
30/03/2020,lives,149
30/03/2020,latest,114
30/03/2020,jobs,354
30/03/2020,income,216
30/03/2020,impact,158
30/03/2020,home,250
30/03/2020,help,447
30/03/2020,health,195
30/03/2020,government,224
30/03/2020,good,122
30/03/2020,global,102
30/03/2020,economy,670
30/03/2020,economic,144
30/03/2020,debt,27
30/03/2020,crisis,337
30/03/2020,country,127
30/03/2020,China,168
30/03/2020,care,131
30/03/2020,businesses,234
30/03/2020,business,1049
30/03/2020,#economy,134
30/03/2020,#business,150
30/03/2020,@realDonaldTrump,134
31/03/2020,world,168
31/03/2020,working,202
31/03/2020,workers,304
31/03/2020,work,281
31/03/2020,virus,115
31/03/2020,US,97
31/03/2020,Trump,99
31/03/2020,today,82
31/03/2020,time,285
31/03/2020,support,299
31/03/2020,small,159
31/03/2020,save,84
31/03/2020,right,112
31/03/2020,response,78
31/03/2020,rent,241
31/03/2020,public,70
31/03/2020,paying,194
31/03/2020,pay,881
31/03/2020,pandemic,330
31/03/2020,package,25
31/03/2020,open,106
31/03/2020,new,197
31/03/2020,needed,34
31/03/2020,money,966
31/03/2020,million,62
31/03/2020,lost,108
31/03/2020,lockdown,103
31/03/2020,lives,91
31/03/2020,latest,118
31/03/2020,jobs,271
31/03/2020,income,177
31/03/2020,impact,130
31/03/2020,home,266
31/03/2020,help,416
31/03/2020,health,167
31/03/2020,government,145
31/03/2020,good,129
31/03/2020,global,88
31/03/2020,economy,506
31/03/2020,economic,143
31/03/2020,debt,25
31/03/2020,crisis,326
31/03/2020,country,97
31/03/2020,China,127
31/03/2020,care,117
31/03/2020,businesses,184
31/03/2020,business,1085
31/03/2020,#economy,118
31/03/2020,#business,151
31/03/2020,@realDonaldTrump,89
01/04/2020,world,197
01/04/2020,working,202
01/04/2020,workers,260
01/04/2020,work,354
01/04/2020,virus,131
01/04/2020,US,118
01/04/2020,Trump,138
01/04/2020,today,148
01/04/2020,time,397
01/04/2020,support,279
01/04/2020,small,234
01/04/2020,save,121
01/04/2020,right,179
01/04/2020,response,129
01/04/2020,rent,319
01/04/2020,public,119
01/04/2020,paying,248
01/04/2020,pay,884
01/04/2020,pandemic,363
01/04/2020,package,38
01/04/2020,open,91
01/04/2020,new,211
01/04/2020,needed,63
01/04/2020,money,1150
01/04/2020,million,53
01/04/2020,lost,108
01/04/2020,lockdown,87
01/04/2020,lives,159
01/04/2020,latest,111
01/04/2020,jobs,384
01/04/2020,income,221
01/04/2020,impact,172
01/04/2020,home,241
01/04/2020,help,606
01/04/2020,health,170
01/04/2020,government,192
01/04/2020,good,151
01/04/2020,global,113
01/04/2020,economy,581
01/04/2020,economic,137
01/04/2020,debt,44
01/04/2020,crisis,304
01/04/2020,country,185
01/04/2020,China,157
01/04/2020,care,124
01/04/2020,businesses,256
01/04/2020,business,1203
01/04/2020,#economy,193
01/04/2020,#business,148
01/04/2020,@realDonaldTrump,182
02/04/2020,world,201
02/04/2020,working,144
02/04/2020,workers,249
02/04/2020,work,289
02/04/2020,virus,122
02/04/2020,US,183
02/04/2020,Trump,182
02/04/2020,today,102
02/04/2020,time,339
02/04/2020,support,229
02/04/2020,small,178
02/04/2020,save,72
02/04/2020,right,170
02/04/2020,response,142
02/04/2020,rent,246
02/04/2020,public,92
02/04/2020,paying,247
02/04/2020,pay,823
02/04/2020,pandemic,366
02/04/2020,package,32
02/04/2020,open,98
02/04/2020,new,180
02/04/2020,needed,37
02/04/2020,money,1123
02/04/2020,million,158
02/04/2020,lost,133
02/04/2020,lockdown,70
02/04/2020,lives,117
02/04/2020,latest,132
02/04/2020,jobs,397
02/04/2020,income,208
02/04/2020,impact,126
02/04/2020,home,181
02/04/2020,help,498
02/04/2020,health,225
02/04/2020,government,213
02/04/2020,good,143
02/04/2020,global,152
02/04/2020,economy,636
02/04/2020,economic,118
02/04/2020,debt,73
02/04/2020,crisis,287
02/04/2020,country,134
02/04/2020,China,163
02/04/2020,care,125
02/04/2020,businesses,216
02/04/2020,business,1056
02/04/2020,#economy,165
02/04/2020,#business,109
02/04/2020,@realDonaldTrump,184
03/04/2020,world,143
03/04/2020,working,117
03/04/2020,workers,174
03/04/2020,work,220
03/04/2020,virus,107
03/04/2020,US,129
03/04/2020,Trump,102
03/04/2020,today,72
03/04/2020,time,247
03/04/2020,support,285
03/04/2020,small,177
03/04/2020,save,61
03/04/2020,right,90
03/04/2020,response,111
03/04/2020,rent,123
03/04/2020,public,76
03/04/2020,paying,148
03/04/2020,pay,642
03/04/2020,pandemic,287
03/04/2020,package,17
03/04/2020,open,84
03/04/2020,new,189
03/04/2020,needed,55
03/04/2020,money,762
03/04/2020,million,78
03/04/2020,lost,95
03/04/2020,lockdown,76
03/04/2020,lives,104
03/04/2020,latest,104
03/04/2020,jobs,345
03/04/2020,income,183
03/04/2020,impact,127
03/04/2020,home,124
03/04/2020,help,479
03/04/2020,health,139
03/04/2020,government,164
03/04/2020,good,112
03/04/2020,global,118
03/04/2020,economy,463
03/04/2020,economic,90
03/04/2020,debt,48
03/04/2020,crisis,219
03/04/2020,country,82
03/04/2020,China,84
03/04/2020,care,98
03/04/2020,businesses,210
03/04/2020,business,917
03/04/2020,#economy,114
03/04/2020,#business,113
03/04/2020,@realDonaldTrump,131
04/04/2020,world,162
04/04/2020,working,120
04/04/2020,workers,200
04/04/2020,work,297
04/04/2020,virus,127
04/04/2020,US,156
04/04/2020,Trump,202
04/04/2020,today,48
04/04/2020,time,234
04/04/2020,support,170
04/04/2020,small,124
04/04/2020,save,104
04/04/2020,right,170
04/04/2020,response,72
04/04/2020,rent,119
04/04/2020,public,106
04/04/2020,paying,192
04/04/2020,pay,628
04/04/2020,pandemic,233
04/04/2020,package,20
04/04/2020,open,83
04/04/2020,new,115
04/04/2020,needed,42
04/04/2020,money,1103
04/04/2020,million,67
04/04/2020,lost,147
04/04/2020,lockdown,69
04/04/2020,lives,146
04/04/2020,latest,55
04/04/2020,jobs,331
04/04/2020,income,150
04/04/2020,impact,70
04/04/2020,home,181
04/04/2020,help,359
04/04/2020,health,171
04/04/2020,government,152
04/04/2020,good,117
04/04/2020,global,83
04/04/2020,economy,571
04/04/2020,economic,80
04/04/2020,debt,20
04/04/2020,crisis,216
04/04/2020,country,142
04/04/2020,China,153
04/04/2020,care,105
04/04/2020,businesses,132
04/04/2020,business,650
04/04/2020,#economy,101
04/04/2020,#business,84
04/04/2020,@realDonaldTrump,226
05/04/2020,world,192
05/04/2020,working,99
05/04/2020,workers,173
05/04/2020,work,215
05/04/2020,virus,136
05/04/2020,US,110
05/04/2020,Trump,103
05/04/2020,today,49
05/04/2020,time,261
05/04/2020,support,163
05/04/2020,small,123
05/04/2020,save,85
05/04/2020,right,120
05/04/2020,response,64
05/04/2020,rent,339
05/04/2020,public,93
05/04/2020,paying,172
05/04/2020,pay,694
05/04/2020,pandemic,221
05/04/2020,package,21
05/04/2020,open,44
05/04/2020,new,130
05/04/2020,needed,34
05/04/2020,money,952
05/04/2020,million,46
05/04/2020,lost,77
05/04/2020,lockdown,94
05/04/2020,lives,126
05/04/2020,latest,72
05/04/2020,jobs,294
05/04/2020,income,141
05/04/2020,impact,90
05/04/2020,home,115
05/04/2020,help,562
05/04/2020,health,154
05/04/2020,government,154
05/04/2020,good,123
05/04/2020,global,84
05/04/2020,economy,509
05/04/2020,economic,87
05/04/2020,debt,30
05/04/2020,crisis,199
05/04/2020,country,120
05/04/2020,China,163
05/04/2020,care,120
05/04/2020,businesses,84
05/04/2020,business,670
05/04/2020,#economy,115
05/04/2020,#business,71
05/04/2020,@realDonaldTrump,174
06/04/2020,world,185
06/04/2020,working,193
06/04/2020,workers,167
06/04/2020,work,319
06/04/2020,virus,128
06/04/2020,US,125
06/04/2020,Trump,145
06/04/2020,today,113
06/04/2020,time,302
06/04/2020,support,396
06/04/2020,small,170
06/04/2020,save,87
06/04/2020,right,128
06/04/2020,response,102
06/04/2020,rent,270
06/04/2020,public,107
06/04/2020,paying,220
06/04/2020,pay,733
06/04/2020,pandemic,347
06/04/2020,package,33
06/04/2020,open,84
06/04/2020,new,213
06/04/2020,needed,40
06/04/2020,money,918
06/04/2020,million,83
06/04/2020,lost,118
06/04/2020,lockdown,123
06/04/2020,lives,93
06/04/2020,latest,126
06/04/2020,jobs,329
06/04/2020,income,303
06/04/2020,impact,233
06/04/2020,home,201
06/04/2020,help,656
06/04/2020,health,208
06/04/2020,government,175
06/04/2020,good,106
06/04/2020,global,111
06/04/2020,economy,623
06/04/2020,economic,119
06/04/2020,debt,30
06/04/2020,crisis,353
06/04/2020,country,113
06/04/2020,China,93
06/04/2020,care,121
06/04/2020,businesses,257
06/04/2020,business,1237
06/04/2020,#economy,170
06/04/2020,#business,179
06/04/2020,@realDonaldTrump,139
07/04/2020,world,191
07/04/2020,working,161
07/04/2020,workers,269
07/04/2020,work,286
07/04/2020,virus,126
07/04/2020,US,120
07/04/2020,Trump,167
07/04/2020,today,113
07/04/2020,time,342
07/04/2020,support,324
07/04/2020,small,195
07/04/2020,save,77
07/04/2020,right,141
07/04/2020,response,133
07/04/2020,rent,171
07/04/2020,public,73
07/04/2020,paying,211
07/04/2020,pay,852
07/04/2020,pandemic,375
07/04/2020,package,28
07/04/2020,open,70
07/04/2020,new,228
07/04/2020,needed,47
07/04/2020,money,1096
07/04/2020,million,95
07/04/2020,lost,124
07/04/2020,lockdown,141
07/04/2020,lives,104
07/04/2020,latest,131
07/04/2020,jobs,394
07/04/2020,income,232
07/04/2020,impact,169
07/04/2020,home,152
07/04/2020,help,590
07/04/2020,health,232
07/04/2020,government,170
07/04/2020,good,160
07/04/2020,global,125
07/04/2020,economy,621
07/04/2020,economic,118
07/04/2020,debt,37
07/04/2020,crisis,283
07/04/2020,country,110
07/04/2020,China,139
07/04/2020,care,143
07/04/2020,businesses,213
07/04/2020,business,1140
07/04/2020,#economy,148
07/04/2020,#business,177
07/04/2020,@realDonaldTrump,184
08/04/2020,world,294
08/04/2020,working,270
08/04/2020,workers,351
08/04/2020,work,472
08/04/2020,virus,175
08/04/2020,US,196
08/04/2020,Trump,237
08/04/2020,today,158
08/04/2020,time,561
08/04/2020,support,433
08/04/2020,small,298
08/04/2020,save,130
08/04/2020,right,237
08/04/2020,response,189
08/04/2020,rent,190
08/04/2020,public,159
08/04/2020,paying,348
08/04/2020,pay,1233
08/04/2020,pandemic,552
08/04/2020,package,48
08/04/2020,open,150
08/04/2020,new,321
08/04/2020,needed,62
08/04/2020,money,1619
08/04/2020,million,124
08/04/2020,lost,174
08/04/2020,lockdown,173
08/04/2020,lives,168
08/04/2020,latest,155
08/04/2020,jobs,456
08/04/2020,income,365
08/04/2020,impact,274
08/04/2020,home,242
08/04/2020,help,735
08/04/2020,health,300
08/04/2020,government,340
08/04/2020,good,210
08/04/2020,global,180
08/04/2020,economy,1039
08/04/2020,economic,228
08/04/2020,debt,48
08/04/2020,crisis,539
08/04/2020,country,269
08/04/2020,China,165
08/04/2020,care,206
08/04/2020,businesses,430
08/04/2020,business,1898
08/04/2020,#economy,250
08/04/2020,#business,208
08/04/2020,@realDonaldTrump,267
09/04/2020,world,220
09/04/2020,working,141
09/04/2020,workers,213
09/04/2020,work,232
09/04/2020,virus,126
09/04/2020,US,153
09/04/2020,Trump,133
09/04/2020,today,114
09/04/2020,time,340
09/04/2020,support,292
09/04/2020,small,187
09/04/2020,save,101
09/04/2020,right,154
09/04/2020,response,107
09/04/2020,rent,178
09/04/2020,public,91
09/04/2020,paying,217
09/04/2020,pay,883
09/04/2020,pandemic,348
09/04/2020,package,24
09/04/2020,open,89
09/04/2020,new,180
09/04/2020,needed,58
09/04/2020,money,1019
09/04/2020,million,110
09/04/2020,lost,118
09/04/2020,lockdown,106
09/04/2020,lives,119
09/04/2020,latest,141
09/04/2020,jobs,316
09/04/2020,income,204
09/04/2020,impact,185
09/04/2020,home,172
09/04/2020,help,461
09/04/2020,health,178
09/04/2020,government,183
09/04/2020,good,139
09/04/2020,global,108
09/04/2020,economy,698
09/04/2020,economic,137
09/04/2020,debt,23
09/04/2020,crisis,349
09/04/2020,country,147
09/04/2020,China,132
09/04/2020,care,134
09/04/2020,businesses,212
09/04/2020,business,1087
09/04/2020,#economy,177
09/04/2020,#business,114
09/04/2020,@realDonaldTrump,182
10/04/2020,world,221
10/04/2020,working,124
10/04/2020,workers,288
10/04/2020,work,245
10/04/2020,virus,160
10/04/2020,US,183
10/04/2020,Trump,203
10/04/2020,today,71
10/04/2020,time,297
10/04/2020,support,266
10/04/2020,small,210
10/04/2020,save,83
10/04/2020,right,134
10/04/2020,response,82
10/04/2020,rent,150
10/04/2020,public,73
10/04/2020,paying,199
10/04/2020,pay,764
10/04/2020,pandemic,357
10/04/2020,package,22
10/04/2020,open,126
10/04/2020,new,175
10/04/2020,needed,38
10/04/2020,money,944
10/04/2020,million,124
10/04/2020,lost,155
10/04/2020,lockdown,134
10/04/2020,lives,104
10/04/2020,latest,110
10/04/2020,jobs,303
10/04/2020,income,188
10/04/2020,impact,141
10/04/2020,home,149
10/04/2020,help,521
10/04/2020,health,181
10/04/2020,government,173
10/04/2020,good,102
10/04/2020,global,117
10/04/2020,economy,828
10/04/2020,economic,132
10/04/2020,debt,59
10/04/2020,crisis,280
10/04/2020,country,131
10/04/2020,China,156
10/04/2020,care,141
10/04/2020,businesses,189
10/04/2020,business,1062
10/04/2020,#economy,159
10/04/2020,#business,133
10/04/2020,@realDonaldTrump,202
11/04/2020,world,98
11/04/2020,working,47
11/04/2020,workers,144
11/04/2020,work,146
11/04/2020,virus,57
11/04/2020,US,144
11/04/2020,Trump,158
11/04/2020,today,34
11/04/2020,time,158
11/04/2020,support,148
11/04/2020,small,65
11/04/2020,save,77
11/04/2020,right,85
11/04/2020,response,40
11/04/2020,rent,81
11/04/2020,public,59
11/04/2020,paying,128
11/04/2020,pay,371
11/04/2020,pandemic,144
11/04/2020,package,13
11/04/2020,open,48
11/04/2020,new,76
11/04/2020,needed,28
11/04/2020,money,523
11/04/2020,million,112
11/04/2020,lost,61
11/04/2020,lockdown,73
11/04/2020,lives,94
11/04/2020,latest,58
11/04/2020,jobs,150
11/04/2020,income,85
11/04/2020,impact,38
11/04/2020,home,69
11/04/2020,help,187
11/04/2020,health,127
11/04/2020,government,102
11/04/2020,good,77
11/04/2020,global,51
11/04/2020,economy,483
11/04/2020,economic,53
11/04/2020,debt,24
11/04/2020,crisis,111
11/04/2020,country,72
11/04/2020,China,65
11/04/2020,care,62
11/04/2020,businesses,78
11/04/2020,business,427
11/04/2020,#economy,63
11/04/2020,#business,38
11/04/2020,@realDonaldTrump,112
12/04/2020,world,169
12/04/2020,working,48
12/04/2020,workers,128
12/04/2020,work,137
12/04/2020,virus,68
12/04/2020,US,90
12/04/2020,Trump,114
12/04/2020,today,29
12/04/2020,time,176
12/04/2020,support,105
12/04/2020,small,68
12/04/2020,save,71
12/04/2020,right,91
12/04/2020,response,43
12/04/2020,rent,62
12/04/2020,public,50
12/04/2020,paying,141
12/04/2020,pay,375
12/04/2020,pandemic,159
12/04/2020,package,29
12/04/2020,open,78
12/04/2020,new,62
12/04/2020,needed,33
12/04/2020,money,573
12/04/2020,million,68
12/04/2020,lost,90
12/04/2020,lockdown,62
12/04/2020,lives,105
12/04/2020,latest,40
12/04/2020,jobs,186
12/04/2020,income,125
12/04/2020,impact,58
12/04/2020,home,89
12/04/2020,help,187
12/04/2020,health,114
12/04/2020,government,151
12/04/2020,good,79
12/04/2020,global,46
12/04/2020,economy,521
12/04/2020,economic,69
12/04/2020,debt,31
12/04/2020,crisis,129
12/04/2020,country,82
12/04/2020,China,82
12/04/2020,care,75
12/04/2020,businesses,80
12/04/2020,business,462
12/04/2020,#economy,110
12/04/2020,#business,44
12/04/2020,@realDonaldTrump,153
13/04/2020,world,120
13/04/2020,working,102
13/04/2020,workers,116
13/04/2020,work,202
13/04/2020,virus,85
13/04/2020,US,71
13/04/2020,Trump,129
13/04/2020,today,42
13/04/2020,time,180
13/04/2020,support,111
13/04/2020,small,109
13/04/2020,save,50
13/04/2020,right,85
13/04/2020,response,54
13/04/2020,rent,70
13/04/2020,public,51
13/04/2020,paying,129
13/04/2020,pay,375
13/04/2020,pandemic,197
13/04/2020,package,811
13/04/2020,open,66
13/04/2020,new,97
13/04/2020,needed,832
13/04/2020,money,530
13/04/2020,million,848
13/04/2020,lost,81
13/04/2020,lockdown,135
13/04/2020,lives,77
13/04/2020,latest,53
13/04/2020,jobs,192
13/04/2020,income,95
13/04/2020,impact,75
13/04/2020,home,114
13/04/2020,help,1070
13/04/2020,health,136
13/04/2020,government,98
13/04/2020,good,62
13/04/2020,global,58
13/04/2020,economy,1352
